task_id,selection_status,demonstration_pairs,test_pairs,candidates_considered,exact_training_candidates,collision_candidates,selection_seconds,lodo_pair_exact,lodo_cell_accuracy,novel_test_colors,novel_test_color_count,identity_pair_exact_rate,identity_task_exact,posthoc_oracle_local_exists,posthoc_oracle_neighborhood,posthoc_oracle_model_bits,outcome,selected_neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,mean_test_support,min_test_support,labeled_pairs,pair_exact_count,pair_exact_rate,task_exact,pair_exact_count_pass_at_2,pair_exact_rate_pass_at_2,task_exact_pass_at_2,second_neighborhood,matching_shape_pairs,cell_accuracy,scored_cells,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,dataset,dataset_commit,split,task_index
0c9aba6e,unsupported_shape_change,4,1,29,0,0,1.0289950296282768e-05,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,18
0d87d2a6,no_deterministic_local_rule,3,1,29,0,29,0.03720736701507121,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,19
0e671a1a,no_deterministic_local_rule,4,1,29,0,29,0.03307178907562047,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,20
0f63c0b9,no_deterministic_local_rule,4,1,29,0,29,0.04315068002324551,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,21
103eff5b,no_deterministic_local_rule,2,1,29,0,29,0.027279764995910227,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,22
11e1fe23,no_deterministic_local_rule,2,1,29,0,29,0.014412335003726184,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,23
12422b43,no_deterministic_local_rule,5,1,29,0,29,0.0161459359806031,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,24
12997ef3,unsupported_shape_change,4,2,29,0,0,1.0652933269739151e-05,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,25
12eac192,selected,4,1,29,4,25,0.02331930899526924,0.0,0.7966101694915254,,0,0.0,0.0,1.0,moore_r1,2357.0,predicted_incorrect,von_neumann_r1,5,38,962.0,8.0,970.0,0.15625,0.15625,1,0,0.0,0.0,0,0.0,0.0,moore_r1,1,0.75,64,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,26
136b0064,unsupported_shape_change,3,1,29,0,0,4.954054020345211e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,27
13713586,no_deterministic_local_rule,3,1,29,0,29,0.03791057993657887,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,28
137f0df0,selected,3,1,29,2,27,0.023534395033493638,0.0,0.7466666666666667,,0,0.0,0.0,1.0,von_neumann_r2,3405.0,predicted_incorrect,von_neumann_r2,13,43,2509.0,8.0,2517.0,0.4,0.4,1,0,0.0,0.0,0,0.0,0.0,,1,0.8,100,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,29
140c817e,no_deterministic_local_rule,3,1,29,0,29,0.019001413020305336,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,30
14754a24,selected,4,1,29,2,27,0.08104538405314088,0.0,0.9628571428571429,,0,0.0,0.0,1.0,moore_r2,5790.0,predicted_incorrect,von_neumann_r2,13,38,2229.0,8.0,2237.0,0.024930747922437674,0.024930747922437674,1,0,0.0,0.0,0,0.0,0.0,,1,0.9584487534626038,361,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,31
15113be4,selected,3,1,29,1,28,0.09485672297887504,0.0,0.9810964083175804,7,1,0.0,0.0,1.0,moore_r2,4854.0,predicted_incorrect,moore_r2,25,30,3293.0,8.0,3301.0,0.007561436672967864,0.007561436672967864,1,0,0.0,0.0,0,0.0,0.0,,1,0.9716446124763705,529,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,32
15663ba9,selected,3,1,29,1,28,0.035626888973638415,0.0,0.8883071553228621,,0,0.0,0.0,1.0,moore_r2,9951.0,predicted_incorrect,moore_r2,25,64,6831.0,8.0,6839.0,0.14583333333333334,0.14583333333333334,1,0,0.0,0.0,0,0.0,0.0,,1,0.875,240,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,33
15696249,unsupported_shape_change,4,1,29,0,0,2.06800177693367e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,34
16b78196,no_deterministic_local_rule,2,1,29,0,29,0.08263627206906676,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,35
17b80ad2,no_deterministic_local_rule,4,1,29,0,29,0.03257351601496339,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,36
17cae0c1,selected,4,1,29,2,27,0.013955452013760805,0.0,0.12962962962962962,,0,0.0,0.0,1.0,von_neumann_r2,7046.0,predicted_incorrect,von_neumann_r2,13,101,5758.0,8.0,5766.0,0.14814814814814814,0.14814814814814814,1,0,0.0,0.0,0,0.0,0.0,moore_r2,1,0.14814814814814814,27,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,37
18419cfa,selected,3,1,29,1,28,0.06226769904606044,0.0,0.9779270633397313,,0,0.0,0.0,0.0,,,predicted_incorrect,moore_r2,25,22,2461.0,8.0,2469.0,0.5796703296703297,0.5796703296703297,1,0,0.0,0.0,0,0.0,0.0,,1,0.9752747252747253,728,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,38
184a9768,no_deterministic_local_rule,3,1,29,0,29,0.06282348197419196,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,39
195ba7dc,unsupported_shape_change,4,1,29,0,0,1.8080463632941246e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,40
1990f7a8,unsupported_shape_change,3,1,29,0,0,8.560018613934517e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,41
19bb5feb,unsupported_shape_change,3,1,29,0,0,1.734006218612194e-06,,,6,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,42
1a2e2828,unsupported_shape_change,5,1,29,0,0,1.7050188034772873e-06,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,43
1a6449f1,unsupported_shape_change,3,1,29,0,0,7.789349183440208e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,44
1acc24af,selected,4,1,29,2,27,0.0459085589973256,0.0,0.9427083333333334,,0,0.0,0.0,0.0,,,predicted_incorrect,von_neumann_r2,13,35,2061.0,8.0,2069.0,0.625,0.625,1,0,0.0,0.0,0,0.0,0.0,moore_r2,1,0.9097222222222222,144,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,45
1c02dbbe,no_deterministic_local_rule,3,1,29,0,29,0.03231857600621879,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,46
1c0d0a4b,selected,3,1,29,2,27,0.02149865496903658,0.0,0.5551330798479087,,0,0.0,0.0,1.0,von_neumann_r2,10969.0,predicted_incorrect,von_neumann_r2,13,117,6654.0,8.0,6662.0,0.23076923076923078,0.23076923076923078,1,0,0.0,0.0,0,0.0,0.0,moore_r2,1,0.5443786982248521,169,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,47
1c56ad9f,no_deterministic_local_rule,4,1,29,0,29,0.04046301310881972,,,7,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,48
1d0a4b61,no_deterministic_local_rule,3,1,29,0,29,0.08641466603148729,,,8,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,49
1d398264,no_deterministic_local_rule,3,2,29,0,29,0.034529577009379864,,,9,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,50
1da012fc,no_deterministic_local_rule,2,1,29,0,29,0.0327740500215441,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,51
1e81d6f9,no_deterministic_local_rule,3,1,29,0,29,0.032276491983793676,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,52
1e97544e,selected,3,1,29,2,27,0.10984719905536622,0.0,0.8991808443604284,9,1,0.0,0.0,1.0,moore_r2,24930.0,predicted_incorrect,von_neumann_r2,13,157,8897.0,8.0,8905.0,0.29300567107750475,0.29300567107750475,1,0,0.0,0.0,0,0.0,0.0,moore_r2,1,0.888468809073724,529,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,53
2037f2c7,unsupported_shape_change,3,1,29,0,0,3.5159755498170853e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,54
2072aba6,unsupported_shape_change,3,1,29,0,0,9.710201993584633e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,55
20818e16,unsupported_shape_change,3,1,29,0,0,1.5900004655122757e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,56
20981f0e,no_deterministic_local_rule,3,1,29,0,29,0.030611481051892042,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,57
212895b5,no_deterministic_local_rule,3,1,29,0,29,0.04735192202497274,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,58
21f83797,no_deterministic_local_rule,2,1,29,0,29,0.016633010935038328,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,59
22a4bbc2,no_deterministic_local_rule,4,1,29,0,29,0.016245001927018166,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,60
25094a63,selected,2,1,29,3,26,0.12492412002757192,0.0,0.8916666666666667,,0,0.0,0.0,1.0,von_neumann_r2,14946.0,predicted_incorrect,moore_r1,9,127,5161.0,8.0,5169.0,0.08555555555555555,0.08555555555555555,1,0,0.0,0.0,0,0.0,0.0,von_neumann_r2,1,0.9333333333333333,900,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,61
2546ccf6,no_deterministic_local_rule,2,1,29,0,29,0.031018081004731357,,,8,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,62
256b0a75,no_deterministic_local_rule,3,1,29,0,29,0.07083352794870734,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,63
2685904e,no_deterministic_local_rule,6,1,29,0,29,0.03133261704351753,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,64
2697da3f,unsupported_shape_change,4,1,29,0,0,2.074986696243286e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,65
2753e76c,unsupported_shape_change,3,1,29,0,0,1.701992005109787e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,66
27a77e38,no_deterministic_local_rule,3,1,29,0,29,0.006417012074962258,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,67
27f8ce4f,unsupported_shape_change,4,1,29,0,0,2.4209730327129364e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,68
281123b4,unsupported_shape_change,6,1,29,0,0,8.920906111598015e-07,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,69
292dd178,no_deterministic_local_rule,3,1,29,0,29,0.014616559026762843,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,70
29700607,no_deterministic_local_rule,3,1,29,0,29,0.024039529031142592,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,71
2a5f8217,selected,3,1,29,2,27,0.019553029094822705,0.0,0.8697478991596639,2;4,2,0.0,0.0,1.0,moore_r2,5582.0,predicted_incorrect,von_neumann_r2,13,31,1837.0,8.0,1845.0,0.1301775147928994,0.1301775147928994,1,0,0.0,0.0,0,0.0,0.0,moore_r2,1,0.8757396449704142,169,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,72
2b01abd0,no_deterministic_local_rule,3,1,29,0,29,0.020033968961797655,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,73
2c0b0aff,unsupported_shape_change,4,1,29,0,0,1.5510013327002525e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,74
2c737e39,no_deterministic_local_rule,3,1,29,0,29,0.018199022975750268,,,8,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,75
2f0c5170,unsupported_shape_change,3,1,29,0,0,1.8189894035458565e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,76
310f3251,unsupported_shape_change,5,1,29,0,0,9.690411388874054e-07,,,4,1,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,77
3194b014,unsupported_shape_change,3,1,29,0,0,1.8300488591194153e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,1,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,78
319f2597,selected,3,1,29,3,26,0.09549895604141057,0.0,0.8441666666666666,,0,0.0,0.0,1.0,moore_r1,10121.0,predicted_incorrect,moore_r1,9,187,7561.0,8.0,7569.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.84,400,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,79
31adaf00,selected,3,1,29,1,28,0.020397974061779678,0.0,0.76,,0,0.0,0.0,1.0,moore_r2,10263.0,predicted_incorrect,moore_r2,25,72,7663.0,8.0,7671.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1,0.75,100,1.0,1.0,0.0,0.0,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,80
31d5ba1a,unsupported_shape_change,5,2,29,0,0,2.134009264409542e-06,,,,0,0.0,0.0,0.0,,,abstained,,0,0,,,,,,2,0,0.0,0.0,0,0.0,0.0,,0,,0,0.0,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,evaluation,81
