task_id,selection_status,candidates_evaluated,exact_training_candidates,selection_seconds,program,program_kind,description_bits,wrapper_description_bits,total_description_bits,onehot_gates_per_cell_upper,outcome,labeled_pairs,pair_exact_count,pair_exact_rate,task_exact,matching_shape_pairs,cell_accuracy,scored_cells,mean_steps,max_steps,stop_reasons,dynamic_gate_upper_bound,local_dynamic_gate_upper_bound,fixed_point_detection_gate_upper_bound,median_seconds,p95_seconds,dataset,dataset_commit,split,task_index
47c1f68c,unsupported_shape_change,0,0,9.819632396101952e-07,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,109
484b58aa,no_exact_program,49,0,0.0009859061101451516,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,110
48d8fb45,unsupported_shape_change,0,0,1.2980308383703232e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,111
4938f0c2,no_exact_program,73,0,0.00949164992198348,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,112
496994bd,no_exact_program,49,0,0.0006888150237500668,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,113
49d1d64f,unsupported_shape_change,0,0,1.1010561138391495e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,114
4be741c5,unsupported_shape_change,0,0,1.100008375942707e-06,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,115
4c4377d9,unsupported_shape_change,0,0,9.819632396101952e-07,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,116
4c5c2cf0,no_exact_program,49,0,0.0007601679535582662,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,117
50846271,no_exact_program,85,0,0.00766178104095161,,,,,,,abstained,1,0,0.0,0.0,0,,0,,,,,,,,,ARC-AGI-1,aa922be204204ec148a1137fe6ed4d34ddde812b,training,118
