experiment,task,method,seed,spatial_cells,steps,state_bits_per_cell,single_state_storage_bits,synchronous_double_buffer_bits,update_fraction,expected_cell_updates,evaluated_gates_per_cell,expected_gate_evaluations,total_network_gates,reachable_network_gates,active_network_gates,model_description_bits,amortized_model_bits_per_cell_update,residual_bits,total_description_bits,note
E21,random_carved_reachable,BooleanWavefrontFull,22,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,22,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,23,4096,2,2,8192,16384,1.0,8192.0,5,40960.0,5,5,5,70,0.008544921875,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,23,4096,2,2,8192,16384,1.0,8192.0,5,40960.0,5,5,5,70,0.008544921875,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,24,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,24,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,25,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,25,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,26,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,26,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,27,4096,128,2,8192,16384,1.0,524288.0,5,2621440.0,5,5,5,80,0.000152587890625,1,81,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,27,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,28,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,28,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,29,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,29,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,30,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,30,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,31,4096,1,2,8192,16384,1.0,4096.0,5,20480.0,5,5,5,70,0.01708984375,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,31,4096,1,2,8192,16384,1.0,4096.0,5,20480.0,5,5,5,70,0.01708984375,1,71,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,32,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,32,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,33,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,33,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,34,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,34,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,35,4096,134,2,8192,16384,1.0,548864.0,5,2744320.0,5,5,5,80,0.00014575559701492536,1,81,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,35,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,BooleanWavefrontFull,36,4096,2078,2,8192,16384,1.0,8511488.0,5,42557440.0,5,5,5,84,9.86901467757459e-06,1,85,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_reachable,FixedK16Wavefront,36,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,BooleanWavefrontFull,37,4096,1072,2,8192,16384,1.0,4390912.0,5,21954560.0,5,5,5,83,1.8902678987873135e-05,1,84,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,long_snake_blocked,FixedK16Wavefront,37,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,BooleanWavefrontFull,38,4096,126,2,8192,16384,1.0,516096.0,5,2580480.0,5,5,5,77,0.00014919704861111112,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_carved_reachable,FixedK16Wavefront,38,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,4,79,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,BooleanWavefrontFull,39,4096,123,2,8192,16384,1.0,503808.0,5,2519040.0,5,5,5,77,0.00015283600101626015,1,78,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E21,random_isolated_target,FixedK16Wavefront,39,4096,16,2,8192,16384,1.0,65536.0,5,327680.0,5,5,5,75,0.0011444091796875,1,76,Exact symbolic grid input; iteration bound is charged separately from the five-gate local rule.
E18,official_game_of_life,OfficialFrozenDigitalJS,-1,16384,300,1,16384,32768,1.0,4915200.0,223,1096089600.0,223,223,223,4533,0.0009222412109375,1,4534,Generic fixed-width DigitalJS DAG upper code; paper's 336 count is a separate pre-pruning statistic.
E22,checkerboard_16,OfficialFrozenDigitalJS,0,256,20,8,2048,4096,1.0,5120.0,6,30720.0,6,6,5,268,0.05234375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_16,OfficialFrozenDigitalJS,1,256,20,8,2048,4096,1.0,5120.0,6,30720.0,6,6,5,268,0.05234375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_16,OfficialFrozenDigitalJS,2,256,20,8,2048,4096,1.0,5120.0,6,30720.0,6,6,5,268,0.05234375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_16,OfficialFrozenDigitalJS,3,256,20,8,2048,4096,1.0,5120.0,6,30720.0,6,6,5,268,0.05234375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_16,OfficialFrozenDigitalJS,4,256,20,8,2048,4096,1.0,5120.0,6,30720.0,6,6,5,268,0.05234375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_64,OfficialFrozenDigitalJS,0,4096,80,8,32768,65536,1.0,327680.0,6,1966080.0,6,6,5,268,0.00081787109375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_64,OfficialFrozenDigitalJS,1,4096,80,8,32768,65536,1.0,327680.0,6,1966080.0,6,6,5,268,0.00081787109375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_64,OfficialFrozenDigitalJS,2,4096,80,8,32768,65536,1.0,327680.0,6,1966080.0,6,6,5,268,0.00081787109375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_64,OfficialFrozenDigitalJS,3,4096,80,8,32768,65536,1.0,327680.0,6,1966080.0,6,6,5,268,0.00081787109375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_64,OfficialFrozenDigitalJS,4,4096,80,8,32768,65536,1.0,327680.0,6,1966080.0,6,6,5,268,0.00081787109375,1,269,Interpreter evaluates six released nodes; five remain after algebraic same-input simplification.
E22,checkerboard_direct_description,DirectCheckerboardProgram,-1,4096,1,1,4096,8192,1.0,4096.0,0,0.0,0,0,0,10,0.00244140625,1,11,"Competing target-language code pays family, shape-size, and phase; dimensions are public side information."
