experiment,task,case,method,seed,width,samples,steps,accuracy,successes,unresolved_rate,mean_final_density_error,runtime_seconds,published_accuracy,rule_lut_bits,anf_description_bits,output_ones,local_semantics_source,truth_reachable,predicted_reachable,truth_distance,predicted_distance,distance_exact
E21,boolean_pathfinding,random_isolated_target,OracleBFS,11,64,1,0,1.0,,0.0,,0.018807300133630633,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,11,64,1,132,1.0,,0.0,,0.026391000021249056,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,11,64,1,16,1.0,,0.0,,0.002898900071159005,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,12,64,1,2078,1.0,,0.0,,0.009627599967643619,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,12,64,1,2078,1.0,,0.0,,0.4849183999467641,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,12,64,1,16,0.0,,1.0,,0.002805899828672409,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,13,64,1,0,1.0,,0.0,,0.005717500112950802,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,13,64,1,1072,1.0,,0.0,,0.21823120000772178,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,13,64,1,16,1.0,,0.0,,0.0026137998793274164,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,14,64,1,126,1.0,,0.0,,0.017522600013762712,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,14,64,1,126,1.0,,0.0,,0.04499739990569651,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,14,64,1,16,0.0,,1.0,,0.0026267999783158302,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,15,64,1,0,1.0,,0.0,,0.016776900039985776,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,15,64,1,130,1.0,,0.0,,0.03648600005544722,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,15,64,1,16,1.0,,0.0,,0.002878400031477213,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,16,64,1,2078,1.0,,0.0,,0.012608799850568175,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,16,64,1,2078,1.0,,0.0,,0.5667709999252111,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,16,64,1,16,0.0,,1.0,,0.002984600141644478,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,17,64,1,0,1.0,,0.0,,0.012042100075632334,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,17,64,1,1072,1.0,,0.0,,0.4308281000703573,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,17,64,1,16,1.0,,0.0,,0.0031334999948740005,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,18,64,1,126,1.0,,0.0,,0.018546999897807837,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,18,64,1,126,1.0,,0.0,,0.03764749993570149,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,18,64,1,16,0.0,,1.0,,0.007357800146564841,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,19,64,1,0,1.0,,0.0,,0.01806799997575581,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,19,64,1,127,1.0,,0.0,,0.029538200004026294,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,19,64,1,16,1.0,,0.0,,0.002873999997973442,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,20,64,1,2078,1.0,,0.0,,0.008061700034886599,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,20,64,1,2078,1.0,,0.0,,0.4883230000268668,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,20,64,1,16,0.0,,1.0,,0.0027797999791800976,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,21,64,1,0,1.0,,0.0,,0.004074699943885207,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,21,64,1,1072,1.0,,0.0,,0.37157369987107813,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,21,64,1,16,1.0,,0.0,,0.004443499958142638,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,22,64,1,126,1.0,,0.0,,0.02440349990502,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,22,64,1,126,1.0,,0.0,,0.07405239995568991,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,22,64,1,16,0.0,,1.0,,0.0052374000661075115,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,23,64,1,0,1.0,,0.0,,3.0199997127056122e-05,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,23,64,1,2,1.0,,0.0,,0.000439200084656477,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,23,64,1,2,1.0,,0.0,,0.00039480021223425865,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,24,64,1,2078,1.0,,0.0,,0.020503300009295344,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,24,64,1,2078,1.0,,0.0,,0.6082526999525726,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,24,64,1,16,0.0,,1.0,,0.007307599997147918,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,25,64,1,0,1.0,,0.0,,0.007588400039821863,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,25,64,1,1072,1.0,,0.0,,0.4912082999944687,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,25,64,1,16,1.0,,0.0,,0.004135700175538659,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,26,64,1,126,1.0,,0.0,,0.016891299979761243,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,26,64,1,126,1.0,,0.0,,0.028221999993547797,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,26,64,1,16,0.0,,1.0,,0.008433900075033307,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,27,64,1,0,1.0,,0.0,,0.018488199915736914,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,27,64,1,128,1.0,,0.0,,0.03530990006402135,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,27,64,1,16,1.0,,0.0,,0.0027870999183505774,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,28,64,1,2078,1.0,,0.0,,0.015971099957823753,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,28,64,1,2078,1.0,,0.0,,0.6927285001147538,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,28,64,1,16,0.0,,1.0,,0.003978899912908673,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,29,64,1,0,1.0,,0.0,,0.004195400048047304,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,29,64,1,1072,1.0,,0.0,,0.33114130003377795,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,29,64,1,16,1.0,,0.0,,0.016453499905765057,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,30,64,1,126,1.0,,0.0,,0.017688200110569596,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,30,64,1,126,1.0,,0.0,,0.044937900034710765,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,30,64,1,16,0.0,,1.0,,0.0030119000002741814,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,31,64,1,0,1.0,,0.0,,1.8999911844730377e-05,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,31,64,1,1,1.0,,0.0,,0.0002582001034170389,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,31,64,1,1,1.0,,0.0,,0.0002125999890267849,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,32,64,1,2078,1.0,,0.0,,0.017355599906295538,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,32,64,1,2078,1.0,,0.0,,0.48355120001360774,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,32,64,1,16,0.0,,1.0,,0.0029810999985784292,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,33,64,1,0,1.0,,0.0,,0.003464199835434556,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,33,64,1,1072,1.0,,0.0,,0.21683500008657575,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,33,64,1,16,1.0,,0.0,,0.0024862000718712807,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,34,64,1,126,1.0,,0.0,,0.014452399918809533,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,34,64,1,126,1.0,,0.0,,0.023786700097844005,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,34,64,1,16,0.0,,1.0,,0.002530300058424473,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,35,64,1,0,1.0,,0.0,,0.012588900048285723,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,35,64,1,134,1.0,,0.0,,0.031760500045493245,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,35,64,1,16,1.0,,0.0,,0.002549299970269203,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_reachable,OracleBFS,36,64,1,2078,1.0,,0.0,,0.008593699894845486,,,,,independent_queue_oracle,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,BooleanWavefrontFull,36,64,1,2078,1.0,,0.0,,0.3913937001489103,,,,,hand_coded_boolean_recurrence,1.0,1.0,2078.0,2078.0,1.0
E21,boolean_pathfinding,long_snake_reachable,FixedK16Wavefront,36,64,1,16,0.0,,1.0,,0.002739100018516183,,,,,hand_coded_boolean_recurrence,1.0,0.0,2078.0,-1.0,0.0
E21,boolean_pathfinding,long_snake_blocked,OracleBFS,37,64,1,0,1.0,,0.0,,0.004384299973025918,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,BooleanWavefrontFull,37,64,1,1072,1.0,,0.0,,0.2172573001589626,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,long_snake_blocked,FixedK16Wavefront,37,64,1,16,1.0,,0.0,,0.002495800144970417,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_carved_reachable,OracleBFS,38,64,1,126,1.0,,0.0,,0.014172099996358156,,,,,independent_queue_oracle,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,BooleanWavefrontFull,38,64,1,126,1.0,,0.0,,0.032557099824771285,,,,,hand_coded_boolean_recurrence,1.0,1.0,126.0,126.0,1.0
E21,boolean_pathfinding,random_carved_reachable,FixedK16Wavefront,38,64,1,16,0.0,,1.0,,0.014344300143420696,,,,,hand_coded_boolean_recurrence,1.0,0.0,126.0,-1.0,0.0
E21,boolean_pathfinding,random_isolated_target,OracleBFS,39,64,1,0,1.0,,0.0,,0.01711990009061992,,,,,independent_queue_oracle,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,BooleanWavefrontFull,39,64,1,123,1.0,,0.0,,0.04064820008352399,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
E21,boolean_pathfinding,random_isolated_target,FixedK16Wavefront,39,64,1,16,1.0,,0.0,,0.0024892000947147608,,,,,hand_coded_boolean_recurrence,0.0,0.0,-1.0,-1.0,1.0
