truth_mask,minimum_formula_gates,parity4_minimum_formula_gates,no_more_complex_than_parity
42226,5,3,0.0
42766,5,3,0.0
23309,5,3,0.0
58482,5,3,0.0
10062,5,3,0.0
7053,5,3,0.0
23181,5,3,0.0
58736,5,3,0.0
9551,5,3,0.0
6799,5,3,0.0
46296,5,3,0.0
36126,5,3,0.0
19239,5,3,0.0
58578,5,3,0.0
34638,5,3,0.0
6957,5,3,0.0
6829,5,3,0.0
57714,5,3,0.0
10059,5,3,0.0
7821,5,3,0.0
58488,5,3,0.0
7047,5,3,0.0
57816,5,3,0.0
7719,5,3,0.0
46424,5,3,0.0
19111,5,3,0.0
45528,5,3,0.0
20007,5,3,0.0
45522,5,3,0.0
20013,5,3,0.0
61784,5,3,0.0
3751,5,3,0.0
20133,5,3,0.0
23265,5,3,0.0
18915,5,3,0.0
46236,5,3,0.0
57699,5,3,0.0
22979,5,3,0.0
58428,5,3,0.0
45507,5,3,0.0
36430,5,3,0.0
58580,5,3,0.0
36238,5,3,0.0
6955,5,3,0.0
51420,5,3,0.0
19854,5,3,0.0
19853,5,3,0.0
58600,5,3,0.0
6935,5,3,0.0
56520,5,3,0.0
36684,5,3,0.0
57564,5,3,0.0
52494,5,3,0.0
7971,5,3,0.0
52436,5,3,0.0
19599,5,3,0.0
62664,5,3,0.0
2871,5,3,0.0
54810,5,3,0.0
7834,5,3,0.0
11621,5,3,0.0
50778,5,3,0.0
11866,5,3,0.0
7589,5,3,0.0
42900,5,3,0.0
42676,5,3,0.0
22859,5,3,0.0
22635,5,3,0.0
43640,5,3,0.0
42396,5,3,0.0
42424,5,3,0.0
23111,5,3,0.0
23139,5,3,0.0
53944,5,3,0.0
35614,5,3,0.0
11591,5,3,0.0
58036,5,3,0.0
34606,5,3,0.0
7499,5,3,0.0
57972,5,3,0.0
18222,5,3,0.0
7563,5,3,0.0
7371,5,3,0.0
57716,5,3,0.0
18221,5,3,0.0
7819,5,3,0.0
57976,5,3,0.0
7559,5,3,0.0
57784,5,3,0.0
7751,5,3,0.0
54072,5,3,0.0
11463,5,3,0.0
53688,5,3,0.0
11847,5,3,0.0
53684,5,3,0.0
11851,5,3,0.0
53436,5,3,0.0
36636,5,3,0.0
12099,5,3,0.0
49908,5,3,0.0
50958,5,3,0.0
15627,5,3,0.0
15499,5,3,0.0
58224,5,3,0.0
17199,5,3,0.0
7311,5,3,0.0
61752,5,3,0.0
3783,5,3,0.0
11971,5,3,0.0
10725,5,3,0.0
53914,5,3,0.0
57701,5,3,0.0
15585,5,3,0.0
14757,5,3,0.0
57946,5,3,0.0
53669,5,3,0.0
42920,5,3,0.0
51144,5,3,0.0
64144,5,3,0.0
40714,5,3,0.0
1391,5,3,0.0
63136,5,3,0.0
44806,5,3,0.0
2399,5,3,0.0
63072,5,3,0.0
28422,5,3,0.0
2463,5,3,0.0
2271,5,3,0.0
62816,5,3,0.0
28421,5,3,0.0
2719,5,3,0.0
63056,5,3,0.0
2479,5,3,0.0
62864,5,3,0.0
2671,5,3,0.0
64272,5,3,0.0
1263,5,3,0.0
63888,5,3,0.0
1647,5,3,0.0
63904,5,3,0.0
1631,5,3,0.0
64656,5,3,0.0
40716,5,3,0.0
879,5,3,0.0
63168,5,3,0.0
52998,5,3,0.0
2367,5,3,0.0
2239,5,3,0.0
62304,5,3,0.0
28419,5,3,0.0
3231,5,3,0.0
63024,5,3,0.0
2511,5,3,0.0
62352,5,3,0.0
3183,5,3,0.0
64784,5,3,0.0
751,5,3,0.0
63936,5,3,0.0
1599,5,3,0.0
22410,5,3,0.0
5550,5,3,0.0
55074,5,3,0.0
10461,5,3,0.0
1470,5,3,0.0
32160,5,3,0.0
33375,5,3,0.0
20715,5,3,0.0
4542,5,3,0.0
32136,5,3,0.0
33399,5,3,0.0
17643,5,3,0.0
24456,5,3,0.0
1518,5,3,0.0
41079,5,3,0.0
56736,5,3,0.0
17658,5,3,0.0
8799,5,3,0.0
62754,5,3,0.0
20667,5,3,0.0
2781,5,3,0.0
4587,5,3,0.0
22434,5,3,0.0
55050,5,3,0.0
10485,5,3,0.0
5562,5,3,0.0
30624,5,3,0.0
4602,5,3,0.0
34911,5,3,0.0
62856,5,3,0.0
20718,5,3,0.0
2679,5,3,0.0
56586,5,3,0.0
17583,5,3,0.0
8949,5,3,0.0
1515,5,3,0.0
17835,5,3,0.0
20907,5,3,0.0
17838,5,3,0.0
54696,5,3,0.0
16638,5,3,0.0
10839,5,3,0.0
30114,5,3,0.0
35421,5,3,0.0
30474,5,3,0.0
4527,5,3,0.0
35061,5,3,0.0
20922,5,3,0.0
23946,5,3,0.0
41589,5,3,0.0
21738,5,3,0.0
22314,5,3,0.0
43221,5,3,0.0
24354,5,3,0.0
1467,5,3,0.0
41181,5,3,0.0
5070,5,3,0.0
14220,5,3,0.0
990,5,3,0.0
31680,5,3,0.0
33855,5,3,0.0
12525,5,3,0.0
46916,5,3,0.0
18619,5,3,0.0
4574,5,3,0.0
31624,5,3,0.0
33911,5,3,0.0
8941,5,3,0.0
16264,5,3,0.0
1006,5,3,0.0
49271,5,3,0.0
48064,5,3,0.0
8956,5,3,0.0
17471,5,3,0.0
62276,5,3,0.0
12509,5,3,0.0
3259,5,3,0.0
4589,5,3,0.0
46860,5,3,0.0
18675,5,3,0.0
14276,5,3,0.0
5084,5,3,0.0
30656,5,3,0.0
4604,5,3,0.0
34879,5,3,0.0
62344,5,3,0.0
12526,5,3,0.0
3191,5,3,0.0
47884,5,3,0.0
8911,5,3,0.0
17651,5,3,0.0
1005,5,3,0.0
9165,5,3,0.0
12749,5,3,0.0
9166,5,3,0.0
46024,5,3,0.0
8446,5,3,0.0
19511,5,3,0.0
29636,5,3,0.0
35899,5,3,0.0
30476,5,3,0.0
4559,5,3,0.0
35059,5,3,0.0
12764,5,3,0.0
15244,5,3,0.0
50291,5,3,0.0
13036,5,3,0.0
14156,5,3,0.0
51379,5,3,0.0
16196,5,3,0.0
989,5,3,0.0
49339,5,3,0.0
2034,5,3,0.0
1014,5,3,0.0
28608,5,3,0.0
36927,5,3,0.0
3321,5,3,0.0
1526,5,3,0.0
28576,5,3,0.0
36959,5,3,0.0
2809,5,3,0.0
40784,5,3,0.0
24751,5,3,0.0
8112,5,3,0.0
16288,5,3,0.0
1018,5,3,0.0
49247,5,3,0.0
44992,5,3,0.0
2812,5,3,0.0
20543,5,3,0.0
53072,5,3,0.0
3317,5,3,0.0
12463,5,3,0.0
1529,5,3,0.0
2036,5,3,0.0
40752,5,3,0.0
24783,5,3,0.0
8144,5,3,0.0
24512,5,3,0.0
1532,5,3,0.0
41023,5,3,0.0
53152,5,3,0.0
3322,5,3,0.0
12383,5,3,0.0
44848,5,3,0.0
2803,5,3,0.0
20687,5,3,0.0
1017,5,3,0.0
3057,5,3,0.0
3569,5,3,0.0
3058,5,3,0.0
36832,5,3,0.0
2302,5,3,0.0
28703,5,3,0.0
20432,5,3,0.0
45103,5,3,0.0
24368,5,3,0.0
1523,5,3,0.0
41167,5,3,0.0
3572,5,3,0.0
12208,5,3,0.0
53327,5,3,0.0
3832,5,3,0.0
8048,5,3,0.0
57487,5,3,0.0
16208,5,3,0.0
1013,5,3,0.0
49327,5,3,0.0
32385,5,3,0.0
38760,5,3,0.0
26775,5,3,0.0
36216,5,3,0.0
9720,5,3,0.0
21135,5,3,0.0
35704,5,3,0.0
17400,5,3,0.0
13455,5,3,0.0
57678,5,3,0.0
61770,5,3,0.0
3765,5,3,0.0
7857,5,3,0.0
57646,5,3,0.0
61740,5,3,0.0
3795,5,3,0.0
7889,5,3,0.0
48418,5,3,0.0
33262,5,3,0.0
17117,5,3,0.0
47938,5,3,0.0
34942,5,3,0.0
17597,5,3,0.0
56130,5,3,0.0
6270,5,3,0.0
9405,5,3,0.0
25785,5,3,0.0
56132,5,3,0.0
6263,5,3,0.0
9403,5,3,0.0
56612,5,3,0.0
8923,5,3,0.0
48420,5,3,0.0
17115,5,3,0.0
25305,5,3,0.0
48480,5,3,0.0
33270,5,3,0.0
17055,5,3,0.0
63810,5,3,0.0
36990,5,3,0.0
1725,5,3,0.0
56070,5,3,0.0
6255,5,3,0.0
9465,5,3,0.0
56160,5,3,0.0
9375,5,3,0.0
63780,5,3,0.0
1755,5,3,0.0
48390,5,3,0.0
17145,5,3,0.0
30345,5,3,0.0
29319,5,3,0.0
44400,5,3,0.0
55815,5,3,0.0
29831,5,3,0.0
52080,5,3,0.0
48135,5,3,0.0
45420,5,3,0.0
6636,5,3,0.0
18099,5,3,0.0
41836,5,3,0.0
17388,5,3,0.0
7347,5,3,0.0
51570,5,3,0.0
52578,5,3,0.0
12957,5,3,0.0
13965,5,3,0.0
51514,5,3,0.0
52536,5,3,0.0
12999,5,3,0.0
14021,5,3,0.0
48394,5,3,0.0
33274,5,3,0.0
17141,5,3,0.0
44866,5,3,0.0
41086,5,3,0.0
20669,5,3,0.0
59202,5,3,0.0
9342,5,3,0.0
6333,5,3,0.0
22701,5,3,0.0
59216,5,3,0.0
9311,5,3,0.0
6319,5,3,0.0
48456,5,3,0.0
33246,5,3,0.0
17079,5,3,0.0
60738,5,3,0.0
33918,5,3,0.0
4797,5,3,0.0
59154,5,3,0.0
9339,5,3,0.0
6381,5,3,0.0
59208,5,3,0.0
6327,5,3,0.0
60696,5,3,0.0
4839,5,3,0.0
48408,5,3,0.0
17127,5,3,0.0
48402,5,3,0.0
17133,5,3,0.0
62744,5,3,0.0
2791,5,3,0.0
19173,5,3,0.0
24225,5,3,0.0
20115,5,3,0.0
47436,5,3,0.0
58899,5,3,0.0
23699,5,3,0.0
58188,5,3,0.0
48147,5,3,0.0
10430,5,3,0.0
33518,5,3,0.0
60194,5,3,0.0
35006,5,3,0.0
5341,5,3,0.0
43914,5,3,0.0
10427,5,3,0.0
60968,5,3,0.0
4567,5,3,0.0
33530,5,3,0.0
60170,5,3,0.0
41150,5,3,0.0
5365,5,3,0.0
43938,5,3,0.0
10415,5,3,0.0
64040,5,3,0.0
1495,5,3,0.0
53610,5,3,0.0
6634,5,3,0.0
9941,5,3,0.0
50538,5,3,0.0
9706,5,3,0.0
6869,5,3,0.0
43380,5,3,0.0
43876,5,3,0.0
21659,5,3,0.0
22155,5,3,0.0
43356,5,3,0.0
43864,5,3,0.0
21671,5,3,0.0
22179,5,3,0.0
56104,5,3,0.0
33214,5,3,0.0
9431,5,3,0.0
60196,5,3,0.0
33406,5,3,0.0
5339,5,3,0.0
59172,5,3,0.0
17022,5,3,0.0
6363,5,3,0.0
59156,5,3,0.0
17021,5,3,0.0
6379,5,3,0.0
59176,5,3,0.0
6359,5,3,0.0
60184,5,3,0.0
5351,5,3,0.0
56088,5,3,0.0
9447,5,3,0.0
56084,5,3,0.0
9451,5,3,0.0
56076,5,3,0.0
33276,5,3,0.0
9459,5,3,0.0
53028,5,3,0.0
49278,5,3,0.0
12507,5,3,0.0
14539,5,3,0.0
59184,5,3,0.0
16959,5,3,0.0
6351,5,3,0.0
62232,5,3,0.0
3303,5,3,0.0
11491,5,3,0.0
16065,5,3,0.0
11925,5,3,0.0
55594,5,3,0.0
58901,5,3,0.0
14997,5,3,0.0
58666,5,3,0.0
55829,5,3,0.0
34030,5,3,0.0
60740,5,3,0.0
35038,5,3,0.0
4795,5,3,0.0
52620,5,3,0.0
18654,5,3,0.0
18653,5,3,0.0
61000,5,3,0.0
4535,5,3,0.0
34044,5,3,0.0
60684,5,3,0.0
49374,5,3,0.0
4851,5,3,0.0
52676,5,3,0.0
18639,5,3,0.0
64584,5,3,0.0
951,5,3,0.0
37114,5,3,0.0
63824,5,3,0.0
41206,5,3,0.0
1711,5,3,0.0
61872,5,3,0.0
24822,5,3,0.0
24821,5,3,0.0
64096,5,3,0.0
1439,5,3,0.0
37116,5,3,0.0
63792,5,3,0.0
49398,5,3,0.0
1743,5,3,0.0
61904,5,3,0.0
24819,5,3,0.0
64608,5,3,0.0
927,5,3,0.0
43256,5,3,0.0
51448,5,3,0.0
39160,5,3,0.0
30952,5,3,0.0
34583,5,3,0.0
35576,5,3,0.0
36088,5,3,0.0
44936,5,3,0.0
53128,5,3,0.0
40840,5,3,0.0
32392,5,3,0.0
33143,5,3,0.0
36776,5,3,0.0
36808,5,3,0.0
56008,5,3,0.0
56488,5,3,0.0
48296,5,3,0.0
47816,5,3,0.0
57578,5,3,0.0
7957,5,3,0.0
3758,5,3,0.0
61777,5,3,0.0
41457,5,3,0.0
11918,5,3,0.0
53617,5,3,0.0
42158,5,3,0.0
49649,5,3,0.0
20110,5,3,0.0
45425,5,3,0.0
57580,5,3,0.0
7955,5,3,0.0
3790,5,3,0.0
61745,5,3,0.0
49870,5,3,0.0
3694,5,3,0.0
61841,5,3,0.0
59104,5,3,0.0
6431,5,3,0.0
7822,5,3,0.0
57713,5,3,0.0
28174,5,3,0.0
37361,5,3,0.0
44768,5,3,0.0
20767,5,3,0.0
52960,5,3,0.0
12575,5,3,0.0
60938,5,3,0.0
4597,5,3,0.0
2798,5,3,0.0
62737,5,3,0.0
44817,5,3,0.0
10478,5,3,0.0
55057,5,3,0.0
43598,5,3,0.0
53009,5,3,0.0
18670,5,3,0.0
46865,5,3,0.0
60940,5,3,0.0
4595,5,3,0.0
3310,5,3,0.0
62225,5,3,0.0
52270,5,3,0.0
1774,5,3,0.0
63761,5,3,0.0
61024,5,3,0.0
4511,5,3,0.0
6382,5,3,0.0
59153,5,3,0.0
24814,5,3,0.0
40721,5,3,0.0
52810,5,3,0.0
12725,5,3,0.0
43748,5,3,0.0
50410,5,3,0.0
15125,5,3,0.0
44708,5,3,0.0
44588,5,3,0.0
20947,5,3,0.0
60098,5,3,0.0
5437,5,3,0.0
60100,5,3,0.0
5435,5,3,0.0
41708,5,3,0.0
23827,5,3,0.0
60578,5,3,0.0
4957,5,3,0.0
52450,5,3,0.0
60580,5,3,0.0
4955,5,3,0.0
52930,5,3,0.0
57518,5,3,0.0
8017,5,3,0.0
59918,5,3,0.0
5617,5,3,0.0
57550,5,3,0.0
7985,5,3,0.0
60430,5,3,0.0
5105,5,3,0.0
55497,5,3,0.0
56457,5,3,0.0
47273,5,3,0.0
47753,5,3,0.0
30064,5,3,0.0
35471,5,3,0.0
22279,5,3,0.0
29552,5,3,0.0
35983,5,3,0.0
14087,5,3,0.0
30320,5,3,0.0
35215,5,3,0.0
26375,5,3,0.0
29959,5,3,0.0
29447,5,3,0.0
30544,5,3,0.0
34991,5,3,0.0
20599,5,3,0.0
30512,5,3,0.0
35023,5,3,0.0
12407,5,3,0.0
30560,5,3,0.0
34975,5,3,0.0
24695,5,3,0.0
28759,5,3,0.0
28727,5,3,0.0
9527,5,3,0.0
9047,5,3,0.0
17239,5,3,0.0
17719,5,3,0.0
43244,5,3,0.0
42220,5,3,0.0
27880,5,3,0.0
37655,5,3,0.0
45292,5,3,0.0
48032,5,3,0.0
47008,5,3,0.0
32416,5,3,0.0
33119,5,3,0.0
45992,5,3,0.0
62368,5,3,0.0
46048,5,3,0.0
62632,5,3,0.0
51434,5,3,0.0
14101,5,3,0.0
12986,5,3,0.0
52549,5,3,0.0
39098,5,3,0.0
35277,5,3,0.0
15026,5,3,0.0
50509,5,3,0.0
49613,5,3,0.0
29362,5,3,0.0
36173,5,3,0.0
49906,5,3,0.0
13042,5,3,0.0
52493,5,3,0.0
12922,5,3,0.0
52613,5,3,0.0
14002,5,3,0.0
51533,5,3,0.0
31282,5,3,0.0
34253,5,3,0.0
62152,5,3,0.0
3383,5,3,0.0
64034,5,3,0.0
1501,5,3,0.0
8954,5,3,0.0
56581,5,3,0.0
47877,5,3,0.0
10490,5,3,0.0
55045,5,3,0.0
43634,5,3,0.0
4858,5,3,0.0
60677,5,3,0.0
64072,5,3,0.0
1463,5,3,0.0
9466,5,3,0.0
56069,5,3,0.0
18682,5,3,0.0
46853,5,3,0.0
64048,5,3,0.0
1487,5,3,0.0
12538,5,3,0.0
52997,5,3,0.0
62213,5,3,0.0
24826,5,3,0.0
40709,5,3,0.0
61498,5,3,0.0
62050,5,3,0.0
3485,5,3,0.0
43736,5,3,0.0
53482,5,3,0.0
12053,5,3,0.0
47768,5,3,0.0
47672,5,3,0.0
17863,5,3,0.0
60112,5,3,0.0
5423,5,3,0.0
51386,5,3,0.0
14149,5,3,0.0
59954,5,3,0.0
5581,5,3,0.0
51442,5,3,0.0
14093,5,3,0.0
63626,5,3,0.0
1909,5,3,0.0
61642,5,3,0.0
63640,5,3,0.0
1895,5,3,0.0
62146,5,3,0.0
63538,5,3,0.0
1997,5,3,0.0
58593,5,3,0.0
62625,5,3,0.0
23884,5,3,0.0
41651,5,3,0.0
22291,5,3,0.0
20300,5,3,0.0
45235,5,3,0.0
24140,5,3,0.0
41395,5,3,0.0
23315,5,3,0.0
20243,5,3,0.0
44201,5,3,0.0
44705,5,3,0.0
24388,5,3,0.0
41147,5,3,0.0
17503,5,3,0.0
24392,5,3,0.0
41143,5,3,0.0
18527,5,3,0.0
19543,5,3,0.0
24332,5,3,0.0
41203,5,3,0.0
3167,5,3,0.0
19487,5,3,0.0
2903,5,3,0.0
44684,5,3,0.0
44620,5,3,0.0
28360,5,3,0.0
37175,5,3,0.0
48652,5,3,0.0
47792,5,3,0.0
47728,5,3,0.0
31456,5,3,0.0
34079,5,3,0.0
48688,5,3,0.0
52874,5,3,0.0
12661,5,3,0.0
15146,5,3,0.0
50389,5,3,0.0
39818,5,3,0.0
35997,5,3,0.0
15266,5,3,0.0
50269,5,3,0.0
14122,5,3,0.0
51413,5,3,0.0
15202,5,3,0.0
50333,5,3,0.0
29602,5,3,0.0
35933,5,3,0.0
16162,5,3,0.0
49373,5,3,0.0
64552,5,3,0.0
983,5,3,0.0
52253,5,3,0.0
31522,5,3,0.0
34013,5,3,0.0
53026,5,3,0.0
62114,5,3,0.0
3421,5,3,0.0
12074,5,3,0.0
53461,5,3,0.0
42914,5,3,0.0
45237,5,3,0.0
12170,5,3,0.0
53365,5,3,0.0
7978,5,3,0.0
57557,5,3,0.0
12106,5,3,0.0
53429,5,3,0.0
20362,5,3,0.0
45173,5,3,0.0
16138,5,3,0.0
49397,5,3,0.0
61493,5,3,0.0
28426,5,3,0.0
37109,5,3,0.0
62218,5,3,0.0
63010,5,3,0.0
2525,5,3,0.0
44456,5,3,0.0
56842,5,3,0.0
8693,5,3,0.0
47528,5,3,0.0
52106,5,3,0.0
13429,5,3,0.0
58274,5,3,0.0
7261,5,3,0.0
60832,5,3,0.0
4703,5,3,0.0
53122,5,3,0.0
12413,5,3,0.0
64522,5,3,0.0
63880,5,3,0.0
1655,5,3,0.0
62338,5,3,0.0
3197,5,3,0.0
64546,5,3,0.0
60993,5,3,0.0
64065,5,3,0.0
21724,5,3,0.0
43811,5,3,0.0
20851,5,3,0.0
21740,5,3,0.0
43795,5,3,0.0
20915,5,3,0.0
16883,5,3,0.0
17660,5,3,0.0
47875,5,3,0.0
21748,5,3,0.0
43787,5,3,0.0
17743,5,3,0.0
21752,5,3,0.0
43783,5,3,0.0
17807,5,3,0.0
20732,5,3,0.0
44803,5,3,0.0
16847,5,3,0.0
43721,5,3,0.0
43745,5,3,0.0
49898,5,3,0.0
27368,5,3,0.0
38167,5,3,0.0
56768,5,3,0.0
62912,5,3,0.0
55232,5,3,0.0
32448,5,3,0.0
33087,5,3,0.0
54728,5,3,0.0
54752,5,3,0.0
39132,5,3,0.0
35243,5,3,0.0
23764,5,3,0.0
41771,5,3,0.0
42228,5,3,0.0
41387,5,3,0.0
29908,5,3,0.0
35627,5,3,0.0
21628,5,3,0.0
43907,5,3,0.0
22228,5,3,0.0
43307,5,3,0.0
31828,5,3,0.0
33707,5,3,0.0
64580,5,3,0.0
955,5,3,0.0
64592,5,3,0.0
943,5,3,0.0
5372,5,3,0.0
60163,5,3,0.0
17148,5,3,0.0
48387,5,3,0.0
10492,5,3,0.0
55043,5,3,0.0
56579,5,3,0.0
18684,5,3,0.0
46851,5,3,0.0
52340,5,3,0.0
62723,5,3,0.0
24828,5,3,0.0
40707,5,3,0.0
61532,5,3,0.0
62564,5,3,0.0
2971,5,3,0.0
56408,5,3,0.0
9127,5,3,0.0
43228,5,3,0.0
22307,5,3,0.0
43252,5,3,0.0
22283,5,3,0.0
52408,5,3,0.0
60592,5,3,0.0
4943,5,3,0.0
56472,5,3,0.0
60500,5,3,0.0
5035,5,3,0.0
63628,5,3,0.0
1907,5,3,0.0
61612,5,3,0.0
62628,5,3,0.0
63572,5,3,0.0
1963,5,3,0.0
15914,5,3,0.0
49621,5,3,0.0
15637,5,3,0.0
58081,5,3,0.0
62145,5,3,0.0
51913,5,3,0.0
52929,5,3,0.0
8767,5,3,0.0
2623,5,3,0.0
16168,5,3,0.0
49367,5,3,0.0
10303,5,3,0.0
10807,5,3,0.0
10783,5,3,0.0
52778,5,3,0.0
28328,5,3,0.0
37207,5,3,0.0
56528,5,3,0.0
56432,5,3,0.0
31968,5,3,0.0
33567,5,3,0.0
56912,5,3,0.0
40332,5,3,0.0
35483,5,3,0.0
24004,5,3,0.0
41531,5,3,0.0
22348,5,3,0.0
43187,5,3,0.0
23908,5,3,0.0
41627,5,3,0.0
30148,5,3,0.0
35387,5,3,0.0
44868,5,3,0.0
43547,5,3,0.0
32068,5,3,0.0
33467,5,3,0.0
62660,5,3,0.0
2875,5,3,0.0
8012,5,3,0.0
57523,5,3,0.0
20268,5,3,0.0
45267,5,3,0.0
12172,5,3,0.0
53363,5,3,0.0
51140,5,3,0.0
53459,5,3,0.0
20364,5,3,0.0
45171,5,3,0.0
61523,5,3,0.0
28428,5,3,0.0
37107,5,3,0.0
62732,5,3,0.0
63044,5,3,0.0
2491,5,3,0.0
44428,5,3,0.0
21107,5,3,0.0
44932,5,3,0.0
20603,5,3,0.0
52168,5,3,0.0
60352,5,3,0.0
5183,5,3,0.0
55752,5,3,0.0
58820,5,3,0.0
6715,5,3,0.0
64012,5,3,0.0
62852,5,3,0.0
2683,5,3,0.0
64068,5,3,0.0
13034,5,3,0.0
52501,5,3,0.0
12757,5,3,0.0
60961,5,3,0.0
64545,5,3,0.0
9007,5,3,0.0
13048,5,3,0.0
52487,5,3,0.0
9103,5,3,0.0
8623,5,3,0.0
52393,5,3,0.0
52449,5,3,0.0
61994,5,3,0.0
31400,5,3,0.0
34135,5,3,0.0
62540,5,3,0.0
31944,5,3,0.0
33591,5,3,0.0
22384,5,3,0.0
43151,5,3,0.0
30040,5,3,0.0
35495,5,3,0.0
24016,5,3,0.0
41519,5,3,0.0
46512,5,3,0.0
41639,5,3,0.0
30160,5,3,0.0
35375,5,3,0.0
47952,5,3,0.0
43559,5,3,0.0
32080,5,3,0.0
33455,5,3,0.0
14192,5,3,0.0
51343,5,3,0.0
29496,5,3,0.0
36039,5,3,0.0
15280,5,3,0.0
50255,5,3,0.0
54224,5,3,0.0
50375,5,3,0.0
29616,5,3,0.0
35919,5,3,0.0
56624,5,3,0.0
52295,5,3,0.0
31536,5,3,0.0
33999,5,3,0.0
47536,5,3,0.0
17999,5,3,0.0
48016,5,3,0.0
17519,5,3,0.0
58336,5,3,0.0
55760,5,3,0.0
9775,5,3,0.0
58848,5,3,0.0
60976,5,3,0.0
56720,5,3,0.0
8815,5,3,0.0
61008,5,3,0.0
3818,5,3,0.0
61717,5,3,0.0
3541,5,3,0.0
3820,5,3,0.0
61715,5,3,0.0
2995,5,3,0.0
64009,5,3,0.0
64521,5,3,0.0
61609,5,3,0.0
61641,5,3,0.0
5866,5,3,0.0
5590,5,3,0.0
22376,5,3,0.0
22420,5,3,0.0
26711,5,3,0.0
43193,5,3,0.0
43181,5,3,0.0
43159,5,3,0.0
43115,5,3,0.0
38824,5,3,0.0
16766,5,3,0.0
17086,5,3,0.0
32321,5,3,0.0
54826,5,3,0.0
11819,5,3,0.0
10709,5,3,0.0
10985,5,3,0.0
7786,5,3,0.0
7510,5,3,0.0
22136,5,3,0.0
22900,5,3,0.0
25991,5,3,0.0
43913,5,3,0.0
43661,5,3,0.0
43399,5,3,0.0
42635,5,3,0.0
39544,5,3,0.0
18206,5,3,0.0
19246,5,3,0.0
29921,5,3,0.0
53866,5,3,0.0
11669,5,3,0.0
11945,5,3,0.0
8939,5,3,0.0
22124,5,3,0.0
25948,5,3,0.0
22931,5,3,0.0
43937,5,3,0.0
43697,5,3,0.0
43411,5,3,0.0
39587,5,3,0.0
42604,5,3,0.0
23629,5,3,0.0
21709,5,3,0.0
21302,5,3,0.0
25402,5,3,0.0
23753,5,3,0.0
50794,5,3,0.0
14741,5,3,0.0
2795,5,3,0.0
5868,5,3,0.0
5046,5,3,0.0
14184,5,3,0.0
14226,5,3,0.0
51417,5,3,0.0
51403,5,3,0.0
51351,5,3,0.0
51309,5,3,0.0
26679,5,3,0.0
38856,5,3,0.0
8574,5,3,0.0
9438,5,3,0.0
46668,5,3,0.0
20045,5,3,0.0
18867,5,3,0.0
19689,5,3,0.0
7788,5,3,0.0
6966,5,3,0.0
13944,5,3,0.0
14706,5,3,0.0
52617,5,3,0.0
52363,5,3,0.0
51591,5,3,0.0
50829,5,3,0.0
25479,5,3,0.0
40056,5,3,0.0
10014,5,3,0.0
11598,5,3,0.0
46188,5,3,0.0
19347,5,3,0.0
20169,5,3,0.0
17645,5,3,0.0
13930,5,3,0.0
52673,5,3,0.0
52433,5,3,0.0
51605,5,3,0.0
40133,5,3,0.0
14891,5,3,0.0
12971,5,3,0.0
13654,5,3,0.0
15017,5,3,0.0
3789,5,3,0.0
3309,5,3,0.0
1950,5,3,0.0
8040,5,3,0.0
8070,5,3,0.0
57573,5,3,0.0
57571,5,3,0.0
57495,5,3,0.0
57465,5,3,0.0
26655,5,3,0.0
38880,5,3,0.0
2430,5,3,0.0
40560,5,3,0.0
29809,5,3,0.0
29297,5,3,0.0
24975,5,3,0.0
28905,5,3,0.0
61857,5,3,0.0
57747,5,3,0.0
53937,5,3,0.0
61603,5,3,0.0
21745,5,3,0.0
29409,5,3,0.0
20729,5,3,0.0
61889,5,3,0.0
57749,5,3,0.0
46289,5,3,0.0
61637,5,3,0.0
3755,5,3,0.0
13041,5,3,0.0
12537,5,3,0.0
5880,5,3,0.0
6390,5,3,0.0
60933,5,3,0.0
60931,5,3,0.0
59655,5,3,0.0
59145,5,3,0.0
30529,5,3,0.0
30497,5,3,0.0
32265,5,3,0.0
64017,5,3,0.0
59667,5,3,0.0
56097,5,3,0.0
64003,5,3,0.0
24385,5,3,0.0
32289,5,3,0.0
24329,5,3,0.0
59669,5,3,0.0
48449,5,3,0.0
64529,5,3,0.0
64517,5,3,0.0
16161,5,3,0.0
16137,5,3,0.0
36252,6,3,0.0
35292,6,3,0.0
55689,6,3,0.0
55449,6,3,0.0
19662,6,3,0.0
55704,6,3,0.0
45873,6,3,0.0
35229,6,3,0.0
40329,6,3,0.0
39129,6,3,0.0
35738,6,3,0.0
35258,6,3,0.0
47497,6,3,0.0
47257,6,3,0.0
10926,6,3,0.0
47512,6,3,0.0
54609,6,3,0.0
35227,6,3,0.0
39817,6,3,0.0
39097,6,3,0.0
38802,6,3,0.0
5814,6,3,0.0
59721,6,3,0.0
31080,6,3,0.0
58305,6,3,0.0
28008,6,3,0.0
52161,6,3,0.0
37786,6,3,0.0
22070,6,3,0.0
38291,6,3,0.0
43465,6,3,0.0
18102,6,3,0.0
38043,6,3,0.0
47433,6,3,0.0
10620,6,3,0.0
37950,6,3,0.0
15720,6,3,0.0
27585,6,3,0.0
31785,6,3,0.0
5846,6,3,0.0
59689,6,3,0.0
58785,6,3,0.0
38804,6,3,0.0
27496,6,3,0.0
44449,6,3,0.0
38300,6,3,0.0
13910,6,3,0.0
37781,6,3,0.0
51625,6,3,0.0
9942,6,3,0.0
37533,6,3,0.0
55593,6,3,0.0
18810,6,3,0.0
37470,6,3,0.0
