task_id,neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,binary4_gate_upper_bound,onehot_gate_upper_bound,binary4_state_bits_per_cell,onehot_state_bits_per_cell,onehot_boundary_input_states,test_cells,binary4_dynamic_gate_upper_bound,onehot_dynamic_gate_upper_bound,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,direct_median_seconds,direct_p95_seconds,binary4_median_seconds,binary4_p95_seconds,onehot_median_seconds,onehot_p95_seconds,compile_skip_reason,dataset,split
0607ce86,moore_r1,9,115,4678,8,4686,8735,4485,4,10,11,528,4612080,2368080,1.0,1.0,0.0,0.0,0.0010237370152026415,0.0010400849860161543,0.005642961943522096,0.005691810976713896,0.004510349943302572,0.004514895961619914,,ARC-AGI-2,training
09629e4f,von_neumann_r2,13,226,12761,8,12769,22476,9718,4,10,11,121,2719596,1175878,1.0,1.0,0.0,0.0,0.00030219194013625383,0.0003315670182928443,0.007735486025922,0.007758217980153859,0.007464708993211389,0.007483627996407449,,ARC-AGI-2,training
0962bcdd,moore_r2,25,43,4646,8,4654,8504,2365,4,10,11,144,1224576,340560,1.0,1.0,0.0,0.0,0.0004451400600373745,0.0004599369131028652,0.0016729349736124277,0.0017056920332834125,0.0021855749655514956,0.002203996991738677,,ARC-AGI-2,training
0becf7df,moore_r1,9,57,2357,8,2365,4272,2223,4,10,11,100,427200,222300,1.0,1.0,0.0,0.0,0.00021634192671626806,0.00022743502631783485,0.0019827570067718625,0.002045605913735926,0.0016207039589062333,0.0016574239125475287,,ARC-AGI-2,training
0ca9ddb6,moore_r1,9,12,555,8,563,968,468,4,10,11,81,78408,37908,1.0,1.0,0.0,0.0,0.0001760020386427641,0.00018940900918096304,0.0004726590123027563,0.0004960220539942384,0.0004070190479978919,0.0004192239139229059,,ARC-AGI-2,training
0d3d703e,center,1,8,84,8,92,148,248,4,10,11,9,1332,2232,1.0,1.0,0.0,0.0,3.276707138866186e-05,4.447705578058958e-05,0.00029514008201658726,0.0003252000315114856,0.00018905301112681627,0.0002018880331888795,,ARC-AGI-2,training
11852cab,moore_r1,9,9,435,8,443,738,351,4,10,11,100,73800,35100,1.0,1.0,0.0,0.0,0.00021049694623798132,0.00022031995467841625,0.0003864060854539275,0.00041021197102963924,0.0003342450363561511,0.0003479919396340847,,ARC-AGI-2,training
12eac192,von_neumann_r1,5,38,962,8,970,1802,1330,4,10,11,64,115328,85120,1.0,1.0,0.0,0.0,0.00013061496429145336,0.00013878708705306053,0.0012850139755755663,0.00130854407325387,0.0008816900663077831,0.0009019040735438466,,ARC-AGI-2,training
137f0df0,von_neumann_r2,13,43,2509,8,2517,4568,1849,4,10,11,100,456800,184900,1.0,1.0,0.0,0.0,0.0002539289416745305,0.0002765239914879203,0.0015501449815928936,0.0015970160020515323,0.0014621940208598971,0.0014789390843361616,,ARC-AGI-2,training
14754a24,von_neumann_r2,13,38,2229,8,2237,3886,1634,4,10,11,361,1402846,589874,1.0,1.0,0.0,0.0,0.0008151520742103457,0.0008273819694295526,0.0018515200354158878,0.0019082740182057023,0.001623215968720615,0.0016375971026718616,,ARC-AGI-2,training
14b8e18c,von_neumann_r2,13,32,1893,8,1901,2692,1376,4,10,11,100,269200,137600,1.0,1.0,0.0,0.0,0.00024782493710517883,0.00026162900030612946,0.0012030249927192926,0.0012313550105318427,0.0011087249731644988,0.0011229419615119696,,ARC-AGI-2,training
150deff5,moore_r2,25,56,5998,8,6006,10546,3080,4,10,11,88,928048,271040,1.0,1.0,0.0,0.0,0.00029288302175700665,0.0003012859961017966,0.0020244120387360454,0.0020801150240004063,0.002686691004782915,0.002692735055461526,,ARC-AGI-2,training
15113be4,moore_r2,25,30,3293,8,3301,5662,1650,4,10,11,529,2995198,872850,1.0,1.0,0.0,0.0,0.0015673789894208312,0.0015930450754240155,0.001798731042072177,0.0018209760310128331,0.0022170039592310786,0.002260887064039707,,ARC-AGI-2,training
15663ba9,moore_r2,25,64,6831,8,6839,12616,3520,4,10,11,240,3027840,844800,1.0,1.0,0.0,0.0,0.0007349309744313359,0.0007628679741173983,0.0027248449623584747,0.0028678219532594085,0.0034394540125504136,0.003454765072092414,,ARC-AGI-2,training
17cae0c1,von_neumann_r2,13,101,5758,8,5766,10144,4343,4,10,11,27,273888,117261,1.0,1.0,0.0,0.0,9.665393736213446e-05,0.00011076999362558126,0.003165811998769641,0.003209191025234759,0.0031152949668467045,0.0031350780045613647,,ARC-AGI-2,training
18419cfa,moore_r2,25,22,2461,8,2469,4513,1210,4,10,11,728,3285464,880880,1.0,1.0,0.0,0.0,0.0021258159540593624,0.002147128921933472,0.0016156280180439353,0.0016511559952050447,0.001927875098772347,0.001951670041307807,,ARC-AGI-2,training
1acc24af,von_neumann_r2,13,35,2061,8,2069,3646,1505,4,10,11,144,525024,216720,1.0,1.0,0.0,0.0,0.00033991504460573196,0.00035008403938263655,0.0013236970407888293,0.001347568933852017,0.0012580420589074492,0.0012774120550602674,,ARC-AGI-2,training
1b8318e3,moore_r2,25,48,5166,8,5174,9609,2640,4,10,11,225,2162025,594000,1.0,1.0,0.0,0.0,0.0006813380168750882,0.0007206910522654653,0.002030545030720532,0.002062109997496009,0.0025977990590035915,0.002606852096505463,,ARC-AGI-2,training
1c0d0a4b,von_neumann_r2,13,117,6654,8,6662,12888,5031,4,10,11,169,2178072,850239,1.0,1.0,0.0,0.0,0.00040161795914173126,0.00041303306352347136,0.004441326018422842,0.004471477004699409,0.004060970968566835,0.004064443055540323,,ARC-AGI-2,training
1e0a9b12,von_neumann_r2,13,20,1220,8,1228,2073,860,4,10,11,25,51825,21500,1.0,1.0,0.0,0.0,8.500798139721155e-05,9.838899131864309e-05,0.0006876869592815638,0.0007226300658658147,0.0006840369896963239,0.0006983899511396885,,ARC-AGI-2,training
1e5d6875,von_neumann_r2,13,18,1108,8,1116,1492,774,4,10,11,256,381952,198144,1.0,1.0,0.0,0.0,0.0005747639806941152,0.0005868501029908657,0.0008705409709364176,0.0009311010362580419,0.0007768209325149655,0.0008088700706139207,,ARC-AGI-2,training
22168020,moore_r2,25,42,4542,8,4550,8418,2310,4,10,11,100,841800,231000,1.0,1.0,0.0,0.0,0.00032383797224611044,0.00033691292628645897,0.001542221987619996,0.001650719903409481,0.002083481987938285,0.004414445953443646,,ARC-AGI-2,training
228f6490,moore_r2,25,56,5998,8,6006,10156,3080,4,10,11,100,1015600,308000,1.0,1.0,0.0,0.0,0.0003263800172135234,0.0003418669803068042,0.0020166700705885887,0.0020472450414672494,0.002706719096750021,0.002736358088441193,,ARC-AGI-2,training
25094a63,moore_r1,9,127,5161,8,5169,9107,4953,4,10,11,900,8196300,4457700,1.0,1.0,0.0,0.0,0.001711757038719952,0.0017175930552184582,0.00829810998402536,0.00834031798876822,0.006137445918284357,0.0061568719102069736,,ARC-AGI-2,training
252143c9,moore_r1,9,57,2357,8,2365,3622,2223,4,10,11,169,612118,375687,1.0,1.0,0.0,0.0,0.0003398179542273283,0.00035138207022100687,0.002172103035263717,0.0022214120253920555,0.0017412080196663737,0.001754560973495245,,ARC-AGI-2,training
25d8a9c8,center_wire_+0_-1,2,21,282,8,290,514,672,4,10,11,9,4626,6048,1.0,1.0,0.0,0.0,3.6763958632946014e-05,4.783901385962963e-05,0.0006683249957859516,0.0006853130180388689,0.00041686592157930136,0.0004292090889066458,,ARC-AGI-2,training
25ff71a9,center_wire_-1_+0,2,5,86,8,94,131,160,4,10,11,18,2358,2880,1.0,1.0,0.0,0.0,6.529991514980793e-05,8.141796570271254e-05,0.0004219990223646164,0.00045159796718508005,0.00030048098415136337,0.00031280098482966423,,ARC-AGI-2,training
2601afb7,von_neumann_r2,13,62,3573,8,3581,5311,2666,4,10,11,121,642631,322586,1.0,1.0,0.0,0.0,0.00029084004927426577,0.00030364294070750475,0.00222979998216033,0.002293387078680098,0.002124822000041604,0.0021511779632419348,,ARC-AGI-2,training
29623171,moore_r2,25,48,5166,8,5174,8729,2640,4,10,11,121,1056209,319440,1.0,1.0,0.0,0.0,0.0003797149984166026,0.0003915769048035145,0.001812033005990088,0.0019081460777670145,0.0024081780575215816,0.0024306229315698147,,ARC-AGI-2,training
2a28add5,von_neumann_r1,5,76,1875,8,1883,3112,2660,4,10,11,100,311200,266000,1.0,1.0,0.0,0.0,0.00018259393982589245,0.00019922794308513403,0.002586000948213041,0.0026148949982598424,0.0017573090735822916,0.0017753159627318382,,ARC-AGI-2,training
2a5f8217,von_neumann_r2,13,31,1837,8,1845,3377,1333,4,10,11,169,570713,225277,1.0,1.0,0.0,0.0,0.00039220298640429974,0.0004016980528831482,0.0012446820037439466,0.0012928040232509375,0.001162205939181149,0.0011694480199366808,,ARC-AGI-2,training
2bcee788,moore_r2,25,195,20458,8,20466,39524,10725,4,10,11,100,3952400,1072500,1.0,1.0,0.0,0.0,0.00035467802081257105,0.0003753600176423788,0.006759308045729995,0.006782914977520704,0.009127703960984945,0.009161973022855818,,ARC-AGI-2,training
2de01db2,von_neumann_r1,5,65,1611,8,1619,2947,2275,4,10,11,30,88410,68250,1.0,1.0,0.0,0.0,7.344107143580914e-05,8.45479080453515e-05,0.0020424299873411655,0.0020644699689000845,0.0014408110873773694,0.001456463010981679,,ARC-AGI-2,training
2f767503,von_neumann_r2,13,20,1220,8,1228,1725,860,4,10,11,99,170775,85140,1.0,1.0,0.0,0.0,0.00024173897691071033,0.00025627994909882545,0.0007609890308231115,0.0008183219470083714,0.0007309670327231288,0.0007816760335117579,,ARC-AGI-2,training
319f2597,moore_r1,9,187,7561,8,7569,12946,7293,4,10,11,400,5178400,2917200,1.0,1.0,0.0,0.0,0.0007907630642876029,0.0007975809276103973,0.008474981994368136,0.00851145398337394,0.006384211010299623,0.006412799004465342,,ARC-AGI-2,training
31aa019c,von_neumann_r2,13,79,4526,8,4534,8466,3397,4,10,11,100,846600,339700,1.0,1.0,0.0,0.0,0.00024871400091797113,0.0002603320172056556,0.0027502430602908134,0.0027842679992318153,0.0025936480378732085,0.0026159629924222827,,ARC-AGI-2,training
31adaf00,moore_r2,25,72,7663,8,7671,13536,3960,4,10,11,100,1353600,396000,1.0,1.0,0.0,0.0,0.00032371003180742264,0.0003353039501234889,0.002575616934336722,0.0026090750470757484,0.0034314990043640137,0.0034376051044091582,,ARC-AGI-2,training
321b1fc6,von_neumann_r2,13,31,1837,8,1845,3337,1333,4,10,11,100,333700,133300,1.0,1.0,0.0,0.0,0.0002456040820106864,0.0002573429374024272,0.0011746250092983246,0.0012091679964214563,0.0010765580227598548,0.001092821010388434,,ARC-AGI-2,training
32597951,von_neumann_r1,5,18,481,8,489,856,630,4,10,11,289,247384,182070,1.0,1.0,0.0,0.0,0.0007321259472519159,0.0007488139672204852,0.0008142420556396246,0.0008787330007180572,0.0005763130029663444,0.0005913689965382218,,ARC-AGI-2,training
32e9702f,center_wire_+0_+1,2,7,113,8,121,181,224,4,10,11,100,18100,22400,1.0,1.0,0.0,0.0,0.00016562803648412228,0.00017530005425214767,0.00029780203476548195,0.00032604404259473085,0.00020946108270436525,0.00022538495250046253,,ARC-AGI-2,training
3345333e,von_neumann_r2,13,28,1668,8,1676,2781,1204,4,10,11,256,711936,308224,1.0,1.0,0.0,0.0,0.0005708750104531646,0.0005821500672027469,0.001271168002858758,0.0012982370099052787,0.0011318640317767859,0.0011608959175646305,,ARC-AGI-2,training
3391f8c0,moore_r2,25,88,9327,8,9335,17799,4840,4,10,11,154,2741046,745360,1.0,1.0,0.0,0.0,0.0004760569427162409,0.000489327940158546,0.0033298430498689413,0.0033507560146972537,0.0043827720219269395,0.004398399963974953,,ARC-AGI-2,training
342dd610,von_neumann_r2,13,14,883,8,891,1412,602,4,10,11,256,361472,154112,1.0,1.0,0.0,0.0,0.0005682279588654637,0.0005928209284320474,0.000678749056532979,0.0006985879736021161,0.0006357849342748523,0.0006478310097008944,,ARC-AGI-2,training
3618c87e,center_wire_-1_+0,2,2,49,8,57,51,64,4,10,11,25,1275,1600,1.0,1.0,0.0,0.0,5.4446980357170105e-05,6.796198431402445e-05,0.00012497894931584597,0.0001367279328405857,0.00010328995995223522,0.00011135893873870373,,ARC-AGI-2,training
36d67576,moore_r2,25,23,2565,8,2573,4699,1265,4,10,11,210,986790,265650,1.0,1.0,0.0,0.0,0.0006197809707373381,0.0006407310720533133,0.0010420570615679026,0.0010674159275367856,0.0013264399021863937,0.001337910071015358,,ARC-AGI-2,training
36fdfd69,moore_r1,9,39,1637,8,1645,2969,1521,4,10,11,306,908514,465426,1.0,1.0,0.0,0.0,0.0005797410849481821,0.0005916700465604663,0.0017629219219088554,0.001772428979165852,0.0013551429146900773,0.0013738370034843683,,ARC-AGI-2,training
37ce87bb,moore_r2,25,6,793,8,801,906,330,4,10,11,135,122310,44550,1.0,1.0,0.0,0.0,0.00041287695057690144,0.0004338100552558899,0.00034235604107379913,0.00036275701131671667,0.0004235609667375684,0.00044397800229489803,,ARC-AGI-2,training
3906de3d,moore_r2,25,38,4126,8,4134,7462,2090,4,10,11,100,746200,209000,1.0,1.0,0.0,0.0,0.00032387301325798035,0.00033317203633487225,0.0014153749216347933,0.00143456703517586,0.0018753990298137069,0.0018892460502684116,,ARC-AGI-2,training
396d80d7,moore_r1,9,11,515,8,523,645,429,4,10,11,256,165120,109824,1.0,1.0,0.0,0.0,0.00048728904221206903,0.0004981659585610032,0.0005465559661388397,0.0006755379727110267,0.00045303197111934423,0.0004669309128075838,,ARC-AGI-2,training
3aa6fb7a,von_neumann_r1,5,3,117,8,125,150,105,4,10,11,49,7350,5145,1.0,1.0,0.0,0.0,0.00010445399675518274,0.00011361204087734222,0.00016401009634137154,0.00018285808619111776,0.00013961794320493937,0.0001495680771768093,,ARC-AGI-2,training
3befdf3e,von_neumann_r2,13,85,4862,8,4870,9144,3655,4,10,11,144,1316736,526320,1.0,1.0,0.0,0.0,0.00034176697954535484,0.000355033902451396,0.0030585969798266888,0.003096573054790497,0.002908159978687763,0.002930221031419933,,ARC-AGI-2,training
3c9b0459,von_neumann_r1,5,24,625,8,633,1065,840,4,10,11,9,9585,7560,1.0,1.0,0.0,0.0,4.004000220447779e-05,5.125999450683594e-05,0.0007741049630567431,0.0007821629988029599,0.0005511380732059479,0.0005646400386467576,,ARC-AGI-2,training
3eda0437,moore_r2,25,33,3606,8,3614,6142,1815,4,10,11,96,589632,174240,1.0,1.0,0.0,0.0,0.00030904391314834356,0.0003231470473110676,0.0012287310091778636,0.0012471979716792703,0.0016278669936582446,0.0016473770374432206,,ARC-AGI-2,training
4258a5f9,moore_r1,9,21,916,8,924,1636,819,4,10,11,81,132516,66339,1.0,1.0,0.0,0.0,0.00019055104348808527,0.00019920594058930874,0.0007936859037727118,0.0008277359884232283,0.000644956948235631,0.0006935889832675457,,ARC-AGI-2,training
42a50994,moore_r1,9,12,555,8,563,942,468,4,10,11,238,224196,111384,1.0,1.0,0.0,0.0,0.00045545806642621756,0.0004656519740819931,0.0005599720170721412,0.0005828290013596416,0.0004801539471372962,0.0004901210777461529,,ARC-AGI-2,training
4347f46a,von_neumann_r1,5,7,216,8,224,304,245,4,10,11,323,98192,79135,1.0,1.0,0.0,0.0,0.0005296339513733983,0.0005400199443101883,0.00038231397047638893,0.00040359003469347954,0.000298065016977489,0.00031674699857831,,ARC-AGI-2,training
4364c1c4,moore_r2,25,56,5998,8,6006,9861,3080,4,10,11,182,1794702,560560,1.0,1.0,0.0,0.0,0.0005529560148715973,0.0005761750508099794,0.0022343590389937162,0.0022902729688212276,0.0028994359308853745,0.0029213420348241925,,ARC-AGI-2,training
444801d8,moore_r2,25,52,5582,8,5590,10239,2860,4,10,11,100,1023900,286000,1.0,1.0,0.0,0.0,0.00032376800663769245,0.0003365470329299569,0.0018892250955104828,0.001964844996109605,0.0025000819005072117,0.0025156419724226,,ARC-AGI-2,training
45737921,von_neumann_r1,5,72,1779,8,1787,3367,2520,4,10,11,72,242424,181440,1.0,1.0,0.0,0.0,0.0001423069043084979,0.0001537959324195981,0.0023743320489302278,0.0024067300837486982,0.0016308999620378017,0.0016484730876982212,,ARC-AGI-2,training
4612dd53,moore_r2,25,33,3606,8,3614,6777,1815,4,10,11,169,1145313,306735,1.0,1.0,0.0,0.0,0.0005132860969752073,0.0005369939608499408,0.00135528901591897,0.0013863790081813931,0.001752308919094503,0.0017736500594764948,,ARC-AGI-2,training
46c35fc7,moore_r1,9,33,1397,8,1405,2144,1287,4,10,11,49,105056,63063,1.0,1.0,0.0,0.0,0.00012047600466758013,0.00013767194468528032,0.0011542889988049865,0.001175896031782031,0.0009320540120825171,0.0009493770776316524,,ARC-AGI-2,training
470c91de,moore_r2,25,103,10887,8,10895,16035,5665,4,10,11,121,1940235,685465,1.0,1.0,0.0,0.0,0.000390687957406044,0.0004009299445897341,0.0036969459615647793,0.003732444019988179,0.004974163952283561,0.004992663045413792,,ARC-AGI-2,training
494ef9d7,von_neumann_r2,13,18,1108,8,1116,1944,774,4,10,11,16,31104,12384,1.0,1.0,0.0,0.0,6.937503349035978e-05,7.89010664448142e-05,0.000610437011346221,0.000631473958492279,0.0006133239949122071,0.0006310800090432167,,ARC-AGI-2,training
4b6b68e5,moore_r2,25,178,18690,8,18698,35709,9790,4,10,11,624,22282416,6108960,1.0,1.0,0.0,0.0,0.0018544530030339956,0.0018625750672072172,0.010132780997082591,0.010179993929341435,0.01244632201269269,0.012504898943006992,,ARC-AGI-2,training
4cd1b7b2,von_neumann_r1,5,16,433,8,441,757,560,4,10,11,16,12112,8960,1.0,1.0,0.0,0.0,4.9487920477986336e-05,6.086507346481085e-05,0.0005407989956438541,0.0005530439084395766,0.00039770605508238077,0.0004077260382473469,,ARC-AGI-2,training
4ff4c9da,moore_r2,25,28,3085,8,3093,5300,1540,4,10,11,729,3863700,1122660,1.0,1.0,0.0,0.0,0.0021288739517331123,0.0021427549654617906,0.0019957900512963533,0.0020309180254116654,0.0023713819682598114,0.0024088709615170956,,ARC-AGI-2,training
5034a0b5,moore_r1,9,77,3158,8,3166,5674,3003,4,10,11,81,459594,243243,1.0,1.0,0.0,0.0,0.00018170999828726053,0.00019949499983340502,0.0025811890373006463,0.002596111036837101,0.0021425550803542137,0.002195528009906411,,ARC-AGI-2,training
50846271,von_neumann_r2,13,32,1893,8,1901,3206,1376,4,10,11,418,1340108,575168,1.0,1.0,0.0,0.0,0.0009516529971733689,0.0009609580738469958,0.0017242159228771925,0.0017514019273221493,0.0014475829666480422,0.0014630770310759544,,ARC-AGI-2,training
50cb2852,von_neumann_r1,5,3,117,8,125,136,105,4,10,11,182,24752,19110,1.0,1.0,0.0,0.0,0.00031685596331954,0.0003281560493633151,0.0001944859977811575,0.0002120609860867262,0.0001681189751252532,0.0001822829945012927,,ARC-AGI-2,training
50f325b5,moore_r1,9,35,1477,8,1485,2447,1365,4,10,11,272,665584,371280,1.0,1.0,0.0,0.0,0.0005209119990468025,0.000539506901986897,0.0015639809425920248,0.0015972330002114177,0.0012129120295867324,0.0012292719911783934,,ARC-AGI-2,training
5168d44c,von_neumann_r2,13,30,1780,8,1788,3223,1290,4,10,11,119,383537,153510,1.0,1.0,0.0,0.0,0.00028470903635025024,0.00029596593230962753,0.0011691719992086291,0.0011946699814870954,0.00108579290099442,0.0011043690610677004,,ARC-AGI-2,training
52364a65,von_neumann_r2,13,26,1556,8,1564,2526,1118,4,10,11,64,161664,71552,1.0,1.0,0.0,0.0,0.0001763689797371626,0.00018205493688583374,0.0009512659162282944,0.0009722050745040178,0.0008996910182759166,0.0009119639871641994,,ARC-AGI-2,training
52df9849,center_wire_+0_+2,2,2,49,8,57,50,64,4,10,11,512,25600,32768,1.0,1.0,0.0,0.0,0.0006992929847911,0.0007158509688451886,0.0003093220293521881,0.00032946106512099504,0.0002625030465424061,0.0002747779944911599,,ARC-AGI-2,training
543a7ed5,von_neumann_r2,13,80,4582,8,4590,7892,3440,4,10,11,225,1775700,774000,1.0,1.0,0.0,0.0,0.0005270460387691855,0.0005407469579949975,0.0033281819196417928,0.003345253993757069,0.002953049959614873,0.0029881950467824936,,ARC-AGI-2,training
54d9e175,moore_r1,9,72,2958,8,2966,5397,2808,4,10,11,77,415569,216216,1.0,1.0,0.0,0.0,0.00018223898950964212,0.00020507804583758116,0.0024243469815701246,0.0024301200173795223,0.0020094779320061207,0.0020295940339565277,,ARC-AGI-2,training
54dc2872,von_neumann_r2,13,35,2061,8,2069,3785,1505,4,10,11,156,590460,234780,1.0,1.0,0.0,0.0,0.0003637199988588691,0.0003742029657587409,0.0013946460094302893,0.0014179730787873268,0.0012753719929605722,0.0012919040163978934,,ARC-AGI-2,training
5582e5ca,von_neumann_r1,5,18,481,8,489,796,630,4,10,11,9,7164,5670,1.0,1.0,0.0,0.0,3.9026024751365185e-05,5.3410069085657597e-05,0.0005974210798740387,0.0006390090566128492,0.0004332240205258131,0.00044611096382141113,,ARC-AGI-2,training
5751f35e,moore_r1,9,74,3038,8,3046,5813,2886,4,10,11,144,837072,415584,1.0,1.0,0.0,0.0,0.0002923429710790515,0.00030726694967597723,0.0026837780606001616,0.0027202230412513018,0.0021561780013144016,0.0021897610276937485,,ARC-AGI-2,training
575b1a71,moore_r2,25,29,3189,8,3197,4866,1595,4,10,11,100,486600,159500,1.0,1.0,0.0,0.0,0.00032615300733596087,0.0003358670510351658,0.001101939007639885,0.001173787983134389,0.0014626859920099378,0.0014651960227638483,,ARC-AGI-2,training
5792cb4d,von_neumann_r1,5,16,433,8,441,723,560,4,10,11,100,72300,56000,1.0,1.0,0.0,0.0,0.00018179998733103275,0.00020090502221137285,0.0006013279780745506,0.000621731043793261,0.00043505895882844925,0.00045338203199207783,,ARC-AGI-2,training
58743b76,moore_r2,25,20,2253,8,2261,3992,1100,4,10,11,196,782432,215600,1.0,1.0,0.0,0.0,0.0005824629915878177,0.0006090049864724278,0.0009127770317718387,0.0009340160759165883,0.001154152094386518,0.0011747649405151606,,ARC-AGI-2,training
5a719d11,moore_r2,25,186,19522,8,19530,34000,10230,4,10,11,480,16320000,4910400,1.0,1.0,0.0,0.0,0.0014527050079777837,0.001467894995585084,0.009499474079348147,0.009534399025142193,0.01137258904054761,0.01141782896593213,,ARC-AGI-2,training
5b37cb25,moore_r2,25,43,4646,8,4654,7736,2365,4,10,11,900,6962400,2128500,1.0,1.0,0.0,0.0,0.0025729869958013296,0.0025885659269988537,0.0032056840136647224,0.0034311540657654405,0.0037371768848970532,0.0037840449949726462,,ARC-AGI-2,training
5b692c0f,von_neumann_r2,13,34,2005,8,2013,3684,1462,4,10,11,672,2475648,982464,1.0,1.0,0.0,0.0,0.0014851439045742154,0.0014951140619814396,0.0021586420480161905,0.002200415008701384,0.001843940932303667,0.001876740949228406,,ARC-AGI-2,training
60b61512,von_neumann_r2,13,11,715,8,723,1202,473,4,10,11,81,97362,38313,1.0,1.0,0.0,0.0,0.00020493008196353912,0.00021155294962227345,0.0004504870157688856,0.0004719959106296301,0.0004406590014696121,0.00045163894537836313,,ARC-AGI-2,training
6150a2bd,moore_r1,9,16,716,8,724,1133,624,4,10,11,9,10197,5616,1.0,1.0,0.0,0.0,4.712305963039398e-05,5.876203067600727e-05,0.0005373310996219516,0.0005562920123338699,0.00046849099453538656,0.00048026000149548054,,ARC-AGI-2,training
626c0bcc,moore_r2,25,47,5062,8,5070,8991,2585,4,10,11,49,440559,126665,1.0,1.0,0.0,0.0,0.00019187305588275194,0.00021026493050158024,0.0015919539146125317,0.001687568030320108,0.002220079069957137,0.0022451389813795686,,ARC-AGI-2,training
6350f1f4,von_neumann_r2,13,110,6262,8,6270,11057,4730,4,10,11,361,3991577,1707530,1.0,1.0,0.0,0.0,0.0008090049959719181,0.0008314079605042934,0.004955966025590897,0.005072113941423595,0.00437783997040242,0.004399969009682536,,ARC-AGI-2,training
63613498,von_neumann_r2,13,12,771,8,779,1296,516,4,10,11,100,129600,51600,1.0,1.0,0.0,0.0,0.00024082395248115063,0.00025357899721711874,0.0004883650690317154,0.0005106729222461581,0.0004796200664713979,0.0004916279576718807,,ARC-AGI-2,training
66e6c45b,moore_r1,9,16,716,8,724,1189,624,4,10,11,16,19024,9984,1.0,1.0,0.0,0.0,5.695107392966747e-05,6.779609248042107e-05,0.0005468189483508468,0.0005623539909720421,0.0004722829908132553,0.0004837840097025037,,ARC-AGI-2,training
67385a82,von_neumann_r1,5,18,481,8,489,812,630,4,10,11,25,20300,15750,1.0,1.0,0.0,0.0,6.473995745182037e-05,7.696705870330334e-05,0.0006052710814401507,0.0006191220600157976,0.00044365902431309223,0.0004572770558297634,,ARC-AGI-2,training
