active_non_passthrough_gates,augmentation_lodo_cell_accuracy,augmentation_lodo_pair_exact,augmentation_policy,dense_macs_per_cell_step,deployment_demo_cell_accuracy,deployment_demo_task_exact,deployment_eligible,device,elapsed_seconds,epochs_executed,hard_cell_accuracy,hard_demo_cell_accuracy,hard_demo_pair_exact_rate,hard_demo_task_exact,hard_export_equivalent,hard_export_sha256,hard_fixed_width_circuit_bits,hard_gates_per_cell_step,hard_invalid_cells,hard_invalid_denominator,hard_invalid_rate,hard_pair_exact_count,hard_pair_exact_rate,hard_task_exact,hardening_task_drop,lodo_cell_accuracy,lodo_pair_exact,model_description_bits,model_kind,neighborhood,parameter_count,parameter_storage_bits,seed,selected_by_demo,selected_horizon,shape_program,soft_cell_accuracy,soft_pair_exact_count,soft_pair_exact_rate,soft_task_exact,state_bits_per_cell,static_channels,status,task_id,test_active_cells,test_dense_macs,test_dynamic_gate_evaluations,test_executed_steps_per_example,test_fixed_point_steps,test_state_bit_updates,variant,workspace_columns,workspace_rows
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.3469387755102041,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.21212121212121213,0.0,24243,,moore_r1,,,-1,1.0,,,,,,,,,selected,68b16354,,,,,,,d4_bgpad_sparse,,
29,0.21212121212121213,0.0,none,,,,,cuda,6.0525166019797325,480,0.10204081632653061,0.1919191919191919,0.0,0.0,1.0,8930158895d01760ec2552f09402e73ee6685dc41404af7d58b92d65fa50deec,2704,164,0,49,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,1.0,1,same,0.16326530612244897,0.0,0.0,0.0,4,1,trained,68b16354,49,,8036,1,[null],196,dl1,7,7
67,0.21212121212121213,0.0,none,,,,,cuda,7.695225876988843,480,0.16326530612244897,0.1414141414141414,0.0,0.0,1.0,06cd9fbf03b7b87a2618a17f2ff0c509ecd8a6a7e123f41e1b85e0c624cf08d7,8376,484,0,49,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.1836734693877551,0.0,0.0,0.0,4,1,trained,68b16354,49,,23716,1,[null],196,dl1_wide,7,7
,,,,,,,1.0,,,,0.72,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,7ee1c6ea,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.72,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.78,0.0,1587,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,7ee1c6ea,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.72,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.78,0.0,29451,,von_neumann_r2,,,-1,1.0,,,,,,,,,selected,7ee1c6ea,,,,,,,d4_bgpad_sparse,,
20,0.78,0.0,none,,,,,cuda,6.838458337937482,480,0.31,0.30666666666666664,0.0,0.0,1.0,a0c140a9ff6dea36fdf5e4142ecac14b63b86e8a71a61ebaada5d0a0536ad8ee,2704,164,30,100,0.3,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.66,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,16400,1,[null],400,dl1,10,10
59,0.78,0.0,none,,,,,cuda,8.065023564966395,480,0.43,0.4633333333333333,0.0,0.0,1.0,5101e771654c92dbcca4720b9a12543a4d01198f0d8e113bd901cb2747d4cd4e,8376,484,18,100,0.18,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.34,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,48400,1,[null],400,dl1_wide,10,10
,,,,,,,1.0,,,,0.9753086419753086,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,9b5080bb,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.9753086419753086,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9766803840877915,0.0,2005,,von_neumann_r2,,,-1,1.0,,,,,,,,,selected,9b5080bb,,,,,,,d4_sparse,,
,,,d4_bgpad,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.9766803840877915,0.0,,,,,,-1,1.0,,,,,,,,,no_deterministic_local_rule,9b5080bb,,,,,,,d4_bgpad_sparse,,
21,0.9766803840877915,0.0,none,,,,,cuda,9.01149439800065,480,0.598079561042524,0.864883401920439,0.0,0.0,1.0,cfa36bb97579aa18263eacd7916f09b3c1612b1176c0c4b64809bc6366227197,2704,164,54,729,0.07407407407407407,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,0.6310013717421125,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,119556,1,[null],2916,dl1,27,27
61,0.9766803840877915,0.0,none,,,,,cuda,10.10951802704949,480,0.7160493827160493,0.6886145404663924,0.0,0.0,1.0,c9b8fedc206efdc3b0b8f2051ed9b18f40b22c032471b82bda22957a192c03b4,8376,484,0,729,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.934156378600823,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,352836,1,[null],2916,dl1_wide,27,27
,,,,,,,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,9caf5b84,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.5892857142857143,0.0,1130,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,9caf5b84,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.5892857142857143,0.0,5838,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,9caf5b84,,,,,,,d4_bgpad_sparse,,
30,0.5892857142857143,0.0,none,,,,,cuda,6.754125337000005,480,0.5,0.4107142857142857,0.0,0.0,1.0,f87d06c0adf9816722dc958c8d919c73fb6f1eaed85b773188a40c11eb481e16,2704,164,0,24,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,3936,1,[null],96,dl1,6,6
64,0.5892857142857143,0.0,none,,,,,cuda,7.920114243985154,480,0.625,0.42857142857142855,0.0,0.0,1.0,9fa08e8c3a1350ed914ba0fbd01a3965f6b6fe4cebe98e36bfbeb472acfe645a,8376,484,3,24,0.125,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,11616,1,[null],96,dl1_wide,6,6
,,,,,,,1.0,,,,0.8333333333333334,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,a04b2602,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,0.8101851851851852,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8907216494845361,0.0,102516,,moore_r2,,,-1,1.0,,,,,,,,,selected,a04b2602,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.8125,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8907216494845361,0.0,99188,,moore_r2,,,-1,1.0,,,,,,,,,selected,a04b2602,,,,,,,d4_bgpad_sparse,,
8,0.8907216494845361,0.0,d4,,,,,cuda,8.515345944906585,480,0.6273148148148148,0.6536082474226804,0.0,0.0,1.0,c4665922374674afcad2e1eb4aabdd97b1352ce6f6d0739992e7b049a14b5484,2704,164,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,0.5509259259259259,0.0,0.0,0.0,4,1,trained,a04b2602,432,,70848,1,[null],1728,dl1,27,20
31,0.8907216494845361,0.0,d4,,,,,cuda,13.828739132964984,480,0.25,0.2190721649484536,0.0,0.0,1.0,df110d9882dd2de7154e2586522cde70ecc926d26ee259a98cbe95a83eeb376d,8376,484,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,1.0,1,same,0.2662037037037037,0.0,0.0,0.0,4,1,trained,a04b2602,432,,209088,1,[null],1728,dl1_wide,27,20
,,,,,,,1.0,,,,0.9453125,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,a834deea,,,,,,,sparse,,
,,,d4,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.9416243654822335,0.0,,,,,,-1,1.0,,,,,,,,,no_deterministic_local_rule,a834deea,,,,,,,d4_sparse,,
,,,d4_bgpad,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.9416243654822335,0.0,,,,,,-1,1.0,,,,,,,,,no_deterministic_local_rule,a834deea,,,,,,,d4_bgpad_sparse,,
6,0.9416243654822335,0.0,d4,,,,,cuda,6.228795256931335,480,0.9453125,0.9416243654822335,0.0,0.0,1.0,244e2d1abe1fbded622cd8e45599a2c453d724b5323ae73a0483f541e3733c12,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,1.0,1,same,0.9453125,0.0,0.0,0.0,4,1,trained,a834deea,256,,41984,1,[1],1024,dl1,16,16
37,0.9416243654822335,0.0,d4,,,,,cuda,8.202858500997536,480,0.9453125,0.9416243654822335,0.0,0.0,1.0,dc78a79ee28702c07af6c97e14ef6a17f7bafdc7312713c2df1d32fe62953734,8376,484,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,1.0,1,same,0.80859375,0.0,0.0,0.0,4,1,trained,a834deea,256,,123904,1,[1],1024,dl1_wide,16,16
,,,,,,,1.0,,,,0.9320987654320988,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,a8d7556c,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,0.941358024691358,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9567901234567902,0.0,23402,,von_neumann_r2,,,-1,1.0,,,,,,,,,selected,a8d7556c,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.9320987654320988,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9567901234567902,0.0,50931,,moore_r2,,,-1,1.0,,,,,,,,,selected,a8d7556c,,,,,,,d4_bgpad_sparse,,
8,0.9567901234567902,0.0,d4,,,,,cuda,9.078838241985068,480,0.9320987654320988,0.9362139917695473,0.0,0.0,1.0,9088e38d3f84752bcc6065177290607f7aa412dcedde79219bc738475424a6ed,2704,164,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,53136,1,[1],1296,dl1,18,18
30,0.9567901234567902,0.0,d4,,,,,cuda,12.20340625802055,480,0.9320987654320988,0.9362139917695473,0.0,0.0,1.0,f20b4910e9110f34cadc9c1de0e18843c2f4c39db1e652dc606b03b2a32b0338,8376,484,0,324,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,1.0,1,same,0.9320987654320988,0.0,0.0,0.0,4,1,trained,a8d7556c,324,,156816,1,[1],1296,dl1_wide,18,18
,,,,,,,1.0,,,,0.9506172839506173,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,b60334d2,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.9938271604938271,0.5,1076,,moore_r1,,,-1,1.0,,,,,,,,,selected,b60334d2,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,0.9938271604938271,0.5,435,,moore_r1,,,-1,1.0,,,,,,,,,selected,b60334d2,,,,,,,d4_bgpad_sparse,,
12,0.9938271604938271,0.5,d4,,,,,cuda,5.684910350013524,480,0.345679012345679,0.30246913580246915,0.0,0.0,1.0,64b191e6c424e5dcb83826d49b080bc947618205dcf4148b238eb2a13217eb7e,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.0,0.0,0.0,0.0,4,1,trained,b60334d2,81,,13284,1,[null],324,dl1,9,9
30,0.9938271604938271,0.5,d4,,,,,cuda,6.878421699046157,480,0.7530864197530864,0.7839506172839507,0.0,0.0,1.0,af6ffa7f014046cec681e674385a226429d12a14b32cf20ca3723c6251651c5a,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.7530864197530864,0.0,0.0,0.0,4,1,trained,b60334d2,81,,39204,1,[null],324,dl1_wide,9,9
,,,,,,,1.0,,,,0.04,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,bda2d7a6,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.04,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1683,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,bda2d7a6,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.04,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1466,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,bda2d7a6,,,,,,,d4_bgpad_sparse,,
21,0.0,0.0,none,,,,,cuda,6.673073145910166,480,0.13,0.3897058823529412,0.0,0.0,1.0,70c42b2f73c1df9e35ea6e3be9f23db23da8b3809b2fcdb439fbd973984e13a7,2704,164,0,100,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.09,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,16400,1,"[null,null]",400,dl1,8,8
62,0.0,0.0,none,,,,,cuda,7.924781334004365,480,0.03,0.5955882352941176,0.0,0.0,1.0,560d05f16f12698bd7fb869fc569df46812136e0aa4799824d2b341439ab72e8,8376,484,6,100,0.06,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.07,0.0,0.0,0.0,4,1,trained,bda2d7a6,100,,48400,1,"[null,null]",400,dl1_wide,8,8
,,,,,,,1.0,,,,0.7777777777777778,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,cc9053aa,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,0.7901234567901234,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8115942028985508,0.0,25138,,moore_r2,,,-1,1.0,,,,,,,,,selected,cc9053aa,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.7654320987654321,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8115942028985508,0.0,25138,,moore_r2,,,-1,1.0,,,,,,,,,selected,cc9053aa,,,,,,,d4_bgpad_sparse,,
19,0.8115942028985508,0.0,d4,,,,,cuda,6.133568661985919,480,0.7407407407407407,0.7439613526570048,0.0,0.0,1.0,b2f83ecd17717a39a30708c3fc774f3ec81104a372d91ff9f50337187ae28c87,2704,164,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,0.7407407407407407,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,13284,1,[null],324,dl1,9,9
43,0.8115942028985508,0.0,d4,,,,,cuda,7.487080013961531,480,0.7654320987654321,0.7729468599033816,0.0,0.0,1.0,f12fc63e18b5068b37d7b2ad4dbbb86463a34e9a613f33f41dd6d4f9801899dc,8376,484,0,81,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,1.0,1,same,0.7654320987654321,0.0,0.0,0.0,4,1,trained,cc9053aa,81,,39204,1,[1],324,dl1_wide,9,9
